,character,line
39123,Damon," On May 1994, I was living here. I'd come home to walk the straight and narrow."
39124,Damon, Can I have a sip of that? I'm starving.Stefan: Suure. (He emphasized.)
39125,Damon, Whoo. (He unscrews the cap and takes a swig.)
39126,Stefan, Mmmm..
39127,Stefan," It's good, right?"
39128,Damon," Um -uh. (He's holding the bl*od in his mouth even though it's disgusting, his lips contorted.)"
39129,Stefan," Oh, yeah. I can't remember if that squirrel was k*ll or one I caught in the rat trap."
39130,Stefan," Better hope it was k*ll, though, because the rat trap was full of rat droppings."
39131,Stefan, Swish your tongue around.
39132,Stefan (rubbing two fingers together)," Does it feel like hair, or is it more of a grainy pellet?"
39133,Damon," Ugh - (He looks relieved,)"
39134,Damon," How's it going, Zach? What's up with all the grocery trips?"
39135,Zach, Ah. One of the boarders is craving blueberry pancakes. (He continues his way to the house.)
39136,Damon," You know, maybe I should run the Salvatore boarding house - "
39137,Damon," Take over for Zach, get in good with Gail."
39138,Stefan," She's on vervain. So is Zach, which means hands off."
39139,Damon (from the bourbon station), Perfect. Our savior's insane and narcoleptic.
39140,Kai," No, no, no, I'm awake."
39141,Kai, Let me guess... You k*ll the pregnant woman.
39142,Damon," Shut up, Kai. You weren't listening."
39143,Kai," I was listening in my sleep. You were hanging out with your distant nephew Zach, who you called uncle Zach because that's not confusing. Plus pregnant lady Gail, who had a big bull's -eye on her chest. Got it."
39144,Bonnie (turns to Damon), Tell me you didn't k*ll a pregnant woman.
39145,Kai," Oh, that's totally what happened. Why else would today be his personal hell?"
39146,Kai," Oh, here we go."
39147,Damon," The only reason that you're alive right now is because I thought you could get us out of here and you could help us, but you don't HAVE any answers! You're just a man -child - (he picks up an empty jam can) - with Jam on your fingers! (He tosses the can to the side.)"
39148,Kai," Okay then, to get home, we'll harness the power of the eclipse using a mystical relic. It's called an ascendant, and it looks like this, Damon (he picks up something, it's round, black and red.) The last time we had it, was in the pacific north west. (He opens a book, and sets it down.): Oregon."
39149,Bonnie, We?
39150,Kai," It belonged to my family. So, (He picks up the pocket kn*fe.) here's a little bl*od to get you started - (He slits the top of his finger.) Now all we need, is a locator spell. (He stands, eyes on Bonnie.) To pinpoint its whereabouts."
39151,Damon," Think you can find our ticket out of here, Bon -bon?"
39152,Bonnie (unfazed)," Hell, yeah."
39153,Elena, She's cute.
39154,Stefan, Was cute. 
39155,Elena, I'm sorry.
39156,Stefan," Me too. But what's done is done. So, after taxes and social security and health ensurance, I'm left with 206,003 cents to spend for the week. Do you wanna get drunk?"
39157,Elena, Stefan? Health ensurance?
39158,Stefan, Yeah. Point is to start over. Pretend to be as human as possible. 
39159,Elena," Okay so no vampire previliges, no bagage, nothing from our old lifes whatsover, huh? (She points at Stefan's car.) What's this? "
39160,Stefan," You got me there. Damon isn't around calling it granny -mobile, so ..."
39161,Elena," Yeah, your brother really did love to torture people with nicknames. And just torture people. "
39162,Stefan, That's one way to put it. 
39163,Elena," So, your system for moving on requires both burning bridge and a dead -end -Job.  "
39164,Stefan, We haven't even gone for the fun part. 
39165,Elena, Paying utilities? 
39166,Stefan," No. Deciding we wanna be for the next thirty years. You wanna be an astronaut, you wanna be an olympic athlete, you wanna skip med school - boom, you're a doctor! Right? Challenge me. I show you how it's done.  "
39167,Elena," Alright, Let see what you got."
39168,Stefan, Okay.
39169,Jo," Quite a boozer, that kid. Put him on a saline drip he's lucky I didn't pump his stomach."
39170,Alaric," Yeah, you know, he's had a rough couple months."
39171,Jo, Did you bring him in here to put a Band -Aid on it and make some more excuses?
39172,Alaric," No, I acutally came here for some advice from a professional."
39173,Jo," Well, a kick in the ass might help. Jeremy too. Look. If he's anything like his sister, I'm sure he'll be fine. It's nothing I don't treat every single night on campus or didn't do myself when I was a student. Alaric"
39174,Alaric, Okay.
39175,Jo, What about you? Born a party animal?
39176,Alaric," Oh, yeah, yeah. I used to get kicked out library all the time, you know. Because it was closing."
39177,Jo, Right. Head in a Wiccan bible?
39178,Jo," Okay, one more piece of professional advice: When a successfull, sexy and only moderatly insecure doctor is flirting with you, give her your undivided attention."
39179,Elena," Caroline's laying low at the dorm, no sign of Sarah yet, which means she's either hiding out or she's planning her nightly news exclusive to out me."
39180,Stefan," Well, if she does out you then you start your life over somewhere else. With all the supernatural drunks."
39181,Elena, Right.
39182,Stefan," So, you're ready to see the system in action?"
39183,Elena, Ready.
39184,Stefan, Alright. Hand over your ring.
39185,Elena, What?
39186,Stefan, Your ring.
39187,Elena, Okay. (Hands him the ring)
39188,Stefan, Elena Williams.
39189,Elena (playing along)," Stefan Cooper, what are you doing?"
39190,Stefan, We'd known each other for a very long time now. And you've always been my best friend. I've always loved you. And I wanna spend the rest of my life with you. Will you - 
39191,Elena," Wait! You're not just proposing to me because I'm pregnant, are you?"
39192,Stefan," No. No. I -I am proposing to you because you are my rock, ok? You have stood by my side through the multiple rehabs, the jail time, the bull fighting injury. I mean, you have brought me back from the edge, and, sweetheart, this baby is the best thing that ever happened to us. Will you marry me?"
39193,Elena (with tears of joy in her eyes), Yes.
39194,Stefan (whipsering in Elenas ear)," New identities, new lives, it's easy. (speaking up) Thank you all so much!"
39195,Bonnie, It doesn't feel right. Maybe I need a bigger map.
39196,Damon," Maybe you started practising, you suck at magic now."
39197,Kai," Ignore him, Bonnie. Pretend he's a white noise machine. That's how I used to  tune out my siblings. I grew up with a ton of little sisters and brothers, you know, all of them constantly yammering. (He comes closer to Bonnie.) But it tought me how to focus. (He looks like he's about to kiss her.)"
39198,Damon," Easy there, big brother! She doesn't know you. At least buy her a drink."
39199,Damon, May I call you Liz?
39200,Liz, Sure.
39201,Damon, Your daughter is so adorable
39202,Liz," Yeah. Caroline's high maintenance, but she's worth it."
39203,Gail," I'm so getting rid of that photo! Stefan, come, take a picture of Zach and me."
39204,Stefan, Sure.
39205,Zach, Thanks.
39206,Gail, And now back to my cravings.
39207,Stefan," Hey, what happened to your wrist?"
39208,Gail, I don't know.
39209,Liz, So how does this thing help us watch the eclipse?
39210,Damon," You put it between you and the thing that is too hot to look. (He puts it between Liz and himself.) Ah, it works."
39211,Liz (laughing), My husband will get to kick out you. We should you invite to dinner sometime.
39212,Stefan, Damon? What did you do to Gail?
39213,Liz, Is everything okay?
39214,Damon, Looks like the jig is up. (Compelling Liz) Hey. Look at me. Go home. Forget you ever met us.
39215,Stefan, How the hell did you feed on Gail? She's on vervain.
39216,Damon," Yeah, in her coffee. I swapped it out last week. Same for Zach."
39217,Stefan, These people are my friends. Zach is family. They trust me.
39218,Damon," They trust us both! Look, no feeding inside the house, right? Snatch, eat, erase. It's all completely functional, Stefan. I told you: soon start!"
39219,Kai, The spell's leading to South Virginia. That can't be right.
39220,Bonnie," M -m, the spell's working. Showing we're in Mystic Falls. It feels so close. (The candles are beaming.) It's right here. (As she touches Kai's chest, the candles go out.)"
39221,Kai, Very good.
39222,Bonnie, That's the ascendent?
39223,Kai, The one and only.
39224,Damon," Thanks for the mind games, jackass."
39225,Kai," It was just another little test. To make sure Bonnies magic was presice enough for the spell. I do believe, you're ready. Pack your bags - we're going home."
39226,Stefan," So here's what I don't get, Damon. Why'd you insinuate yourself back into my life and then cheat and lie and break all the rules?"
39227,Damon," Well, because I may be mad. Believe me or not, I like being here, Stefan."
39228,Stefan," You get your daylight ring back, when you decide to behave. Now, answer my question: Why did you come back here?"
39229,Damon," Because I missed my brother. I don't have a connection to my humanity, Stefan. I wanted to feel something again. And when I came back home, it all came rushing back, just like I hoped it would."
39230,Stefan, Congrats. Now what?
39231,Damon," Come on, man. Let's just hit the road, you and me. Huh? I'll let you drive my car, I'll get you off this vegan diet, teach you how to feed again. It'll be great, Stef. Huh? What do you say? Come on! Trust me."
39232,Stefan," Uh, I can imagine a road trip with you. I can imagine you feeding on innocent people and uh leaving a trail of bodies behind. I can image you making me drink human bl*od and laughing at my while i suffer."
39233,Damon," Way to be an optimist, Stefan."
39234,Stefan," Just looking at the facts, Damon. 1912 you convinced me to drink human bl*od again which is why I became a ripper. 1942 you almost pushed me out the rails again, because you were so damn needy. 1977 you left my best friend to die, after I sent her to come help you. And now I'm finally happy. I have a new life and doing well and you just can't handle that, can you, Damon?"
39235,Damon, I'm not trying to screw up your damn new life.
39236,Stefan," You don't have to try, Damon. All you have to do is exist. Because no matter what I do or where I go, you will be with me forever, trying to destroy every single thing that I build. I don't know why I thought this time would be any different. I wanted it to be different. You just keep failing."
39237,Damon," Guess that's a no on the road trip, huh?"
39238,Stefan, That's a NO on the road trip.
39239,Elena," So according to Caroline, Sarah's still M.I.A. and now Enzo's missing."
39240,Stefan," Probably out, k*ll someone else's girlfriend."
